rn	auc	thresh	direction	Group	alpha
SPOCK1	67.2719644156515	0.2745617023207	greater	4	0.4
KPNA2	51.957902025679	-0.524472197000272	greater	4	0.4
CDC20	57.5622608736474	-0.490033305518216	greater	4	0.4
CSRP2	70.3870619439944	0.406111384714032	greater	4	0.4
KIAA0101	55.8913104710936	-0.700228023289589	greater	4	0.4
F3	54.257329296059	-0.365276103755413	greater	4	0.4
CLEC2B	65.5948524751778	-0.324423246322781	less	4	0.4
TSLP	53.8002018637186	-0.429000907392951	greater	4	0.4
COL15A1	64.7592305706171	-0.478556501415211	less	4	0.4
GPM6B	61.2958594465179	-1.56897379978214	less	4	0.4
PDLIM1	60.0796892237637	-0.192264842708248	greater	4	0.4
CAV1	61.3351759265781	0.983615403883268	greater	4	0.4
SLC7A11	56.9948125718846	-0.227102922496339	less	4	0.4
C11orf96	71.3758420768491	-0.337402251212144	greater	4	0.4
EFEMP1	57.5907213107057	-0.120239802966468	greater	4	0.4
FOSL1	51.4024833931884	-0.627741438282533	greater	4	0.4
GTSE1	57.5886674647327	-0.551656446913275	greater	4	0.4
MAP1B	86.1374199000071	1.12700011994063	greater	4	0.4
CDKN3	57.4005938548931	-0.54042337590679	greater	4	0.4
PEG10	65.4199821608807	-0.645669346425544	less	4	0.4
ANXA1	51.2114757176724	-0.664840763003305	greater	4	0.4
CYTL1	70.3932234819144	-0.392609156369028	less	4	0.4
HPGD	50.2584911860667	-0.358576493266579	less	4	0.4
STMN1	59.9365068187687	-0.735964813540924	greater	4	0.4
SYNPO2	79.6906907964223	-0.242497548281131	greater	4	0.4
CENPE	60.6001924747083	-0.368384642008028	greater	4	0.4
CDK1	56.2078961575476	-0.507699947468403	greater	4	0.4
IL6ST	70.4791916062249	-0.556128826447175	less	4	0.4
AKAP3	56.2131774757646	-0.198103827683449	greater	4	0.4
HLA-B	68.8569466938946	0.622336125813606	greater	4	0.4
ID3	60.3009177757433	-0.931621679008812	greater	4	0.4
MGST1	55.3223951364926	-0.224620939443599	greater	4	0.4
FOSB	54.373224890266	-0.52269887371576	greater	4	0.4
OMG	56.782386216933	-0.136911979955043	greater	4	0.4
C10orf10	64.6979085979861	-0.435725797920741	greater	4	0.4
CXCL3	50.5472032485975	-0.350550370912796	less	4	0.4
COL6A3	51.9153580733752	-0.290702046381308	greater	4	0.4
GAPDH	62.850620848297	0.714389088895243	greater	4	0.4
CKS2	52.3768866042298	-0.520472196369887	greater	4	0.4
COL6A2	52.469896486163	0.00377639719847012	less	4	0.4
GLIPR1	63.8435086730982	-0.401377553925992	greater	4	0.4
FAM211A	55.9018731075276	-0.556940699128532	less	4	0.4
PSAP	52.3745393516889	-0.22392467391176	less	4	0.4
PLK1	59.4740980682109	-0.37147289749683	greater	4	0.4
CRTAC1	50.0489988967913	-0.477080870725584	less	4	0.4
FGF5	51.5148581085839	-0.451100554943164	greater	4	0.4
CLDN11	65.045595380607	-0.51478879418368	less	4	0.4
LAMP5	53.2524118019857	-0.305795003764159	greater	4	0.4
TPM1	74.4715747717298	1.90298234766464	greater	4	0.4
IFI6	57.3102246320683	0.131975666454839	greater	4	0.4
TUBA1C	67.3740699011809	0.428411955563654	greater	4	0.4
NEK2	60.5280144590755	-0.259383221990021	greater	4	0.4
STC1	53.8946787784898	-0.575813702525268	less	4	0.4
B2M	57.0840081684387	0.704604087201162	greater	4	0.4
AC131025.8	79.138793042744	-0.17725705300688	greater	4	0.4
ITGB8	67.1211534398986	-0.644676024338692	less	4	0.4
PMP22	51.1800812149379	-0.9962580044726	less	4	0.4
PLAT	54.7713776025163	-0.400920118040003	less	4	0.4
TMEM47	77.4977701100858	-0.234829111503675	greater	4	0.4
FAM83D	60.9276342041639	-0.33284166645202	greater	4	0.4
NUSAP1	57.1203905828227	-0.439520335164346	greater	4	0.4
ARL4C	71.1273267140811	-0.63731609624981	less	4	0.4
PCOLCE	62.597704387015	-0.333097297908978	less	4	0.4
LGALS3	60.8137924559303	-0.929072711975907	less	4	0.4
NOV	55.5207379761989	-0.350133722517195	less	4	0.4
TGFBR1	59.2772222613431	-0.306011291870139	less	4	0.4
ZFP36L2	66.324848015398	-0.28329459159433	less	4	0.4
TIMP1	50.6716076332653	-0.406053063002343	less	4	0.4
JAG1	76.690608642584	0.666664456022666	greater	4	0.4
BST2	56.1492148440251	-0.303797434977981	less	4	0.4
CSTB	63.480858155529	-0.950055962162106	less	4	0.4
CXCL14	68.5039785930565	-0.167942412988676	greater	4	0.4
LMO7	60.3138276647184	-0.639870754166345	greater	4	0.4
PRELP	63.9726075628476	-0.430033468908476	greater	4	0.4
COL14A1	55.8126775109736	-0.473020835218348	greater	4	0.4
TXNIP	57.597469661761	-0.911216346231767	greater	4	0.4
ZC3HAV1	54.1575710630706	-0.428729872273695	greater	4	0.4
SERINC2	51.1800812149379	-0.488255722103832	less	4	0.4
COL12A1	60.4326573246016	-0.458694758561959	less	4	0.4
TK1	57.8773795272633	-0.572349699507566	greater	4	0.4
CEBPD	61.0279792502876	-0.992646871842931	less	4	0.4
BASP1	70.4084806234302	1.39663440224098	greater	4	0.4
TUBA1B	68.8748444945194	0.0621207414679408	greater	4	0.4
MBP	66.5328732718353	-0.646548495438934	less	4	0.4
MFAP4	54.4119545571908	-0.181551109783898	greater	4	0.4
DDIT4	50.5381076450015	-0.71212184466709	greater	4	0.4
TNC	58.052543248128	-0.456336021456124	greater	4	0.4
ANLN	60.0697134004646	-0.378104738290804	greater	4	0.4
IL7R	53.0784217073915	-0.45208304740404	less	4	0.4
NLRP1	52.7718118442363	-0.333712357156833	less	4	0.4
SORBS2	59.6316573950192	-1.01258168185159	less	4	0.4
DEPDC1	58.5255146351194	-0.395876826214219	greater	4	0.4
CCNB2	56.1454005586462	-0.369571173307608	greater	4	0.4
ITGA2	63.2062296082434	-0.477723319511727	greater	4	0.4
PTGR1	53.2380348801728	-0.0989516486138272	less	4	0.4
S100A6	67.7877731615145	-0.136276270250284	less	4	0.4
PRC1	56.7049268830832	-0.478290231666688	greater	4	0.4
USP53	64.6521371734384	-0.352861260738457	greater	4	0.4
PHLDA2	73.9994836044409	-0.100550122871399	greater	4	0.4
LDHA	68.4130225570969	0.412920711512918	greater	4	0.4
COL4A2	69.2589136915241	-0.30189162495351	greater	4	0.4
HSP90B1	52.6811492148441	0.563400485316073	greater	4	0.4
LOXL2	55.5180973170904	0.078605763751929	less	4	0.4
NQO1	52.1541910194118	-0.123674681747985	less	4	0.4
TXN	50.9609065089313	-0.371704946779133	less	4	0.4
LGALS1	68.3088632255946	0.48023154118868	greater	4	0.4
VGLL3	84.0248926131957	-0.293949903922157	greater	4	0.4
RCAN1	51.9552613665704	-0.385925710948751	less	4	0.4
TXNRD1	50.1346736145341	0.358840387449931	greater	4	0.4
SAT1	52.0424031171513	-0.838096753221684	greater	4	0.4
MMP2	75.4835340234255	-0.416356114259927	less	4	0.4
CAPG	55.5063610543861	0.0743948627866823	greater	4	0.4
AEBP1	70.6106377485154	-0.95552954702961	less	4	0.4
FABP5	52.4452503344834	-0.587271358691575	greater	4	0.4
TUBA1A	68.297713776025	0.144217474622796	greater	4	0.4
MIR145	80.077694059104	-0.169844211982449	greater	4	0.4
HMGB2	53.293488721452	-0.466768575128761	greater	4	0.4
NUPR1	52.7210525080393	-0.601242246428598	less	4	0.4
CTSL	51.5101636035021	-0.328501210558852	less	4	0.4
ADAMTS1	63.3021735558529	-0.302556256353017	less	4	0.4
CALR	51.5198460202333	0.784890009914516	less	4	0.4
GPNMB	71.5439640400911	-1.14048843619373	less	4	0.4
KYNU	52.6450602070277	-0.281886991738401	greater	4	0.4
CLSPN	55.3878248010704	-0.521002884507865	greater	4	0.4
DCN	50.6067647818229	-0.349259083609864	less	4	0.4
FOXD1	71.653991502946	0.12608909144378	greater	4	0.4
RP5-839B4.8	51.4846372321198	-0.301471602718308	greater	4	0.4
RAMP1	70.9659531018943	-0.479733453172235	greater	4	0.4
IL6	55.8003544351335	-0.380398924302367	greater	4	0.4
GNG11	59.0533530502547	-3.78533057177055e-07	less	4	0.4
KIF2C	56.9082576344388	-0.343678635949688	greater	4	0.4
IFI44L	51.1354834166607	-0.505369454049116	greater	4	0.4
SCD	51.6691899631481	-0.312408328343522	less	4	0.4
DSTN	72.0876464098774	1.03341625435509	greater	4	0.4
CDA	68.1196159894844	-0.320818364742203	greater	4	0.4
MFSD12	53.9084688871675	-0.745849870749472	greater	4	0.4
C1R	59.2760486350726	0.102397620227768	less	4	0.4
HTRA1	55.8751731098749	-0.491272011010698	less	4	0.4
COL4A1	61.9111330188017	-0.317217442801725	greater	4	0.4
VMP1	57.7215806398611	-0.0760836446441379	greater	4	0.4
H2AFX	55.2434687698046	-0.441185612849362	greater	4	0.4
CADM1	64.5456305893951	-0.424509113036797	less	4	0.4
NUF2	61.0455836443442	-0.386790039640969	greater	4	0.4
UBE2T	60.3766166701877	-0.486807718024428	greater	4	0.4
MAD2L1	51.0993944088443	-0.531182651874797	greater	4	0.4
DUSP1	70.3107762364161	-0.306058774530449	greater	4	0.4
SQSTM1	55.560054456259	-0.574488421556032	less	4	0.4
NTRK2	60.4220946881672	-0.417100283632136	greater	4	0.4
SGOL2	57.387683965918	-0.481908071851565	greater	4	0.4
AURKB	58.6150036382415	-0.396979988714562	greater	4	0.4
JUN	52.0682228951013	-0.326528608384541	less	4	0.4
SOX4	63.5545032039996	-0.415380341633531	greater	4	0.4
BAALC	67.2041874985334	0.27513375728891	greater	4	0.4
BTG1	54.3658897260756	-0.843298802704114	less	4	0.4
HIST1H2AC	50.1255780109381	-0.678199550501252	greater	4	0.4
CDC25B	52.9942140224867	0.00246143958538335	less	4	0.4
HSD17B6	85.6166232424947	-0.196666121297817	greater	4	0.4
MYBL2	59.34030467338	-0.404516677564701	greater	4	0.4
SMURF2	52.7295612985001	-0.106731507536325	less	4	0.4
TUBB4B	59.9080463817103	0.0711556397571374	greater	4	0.4
TNFRSF11B	61.5590451376665	-0.170454121642741	greater	4	0.4
GDF6	63.9793559139027	-0.22380413714983	greater	4	0.4
FTH1	65.4531371030209	-0.429145948027204	less	4	0.4
COTL1	68.6213412201016	0.736595839978923	greater	4	0.4
ATP2B1	50.6140999460133	-0.500667122745166	greater	4	0.4
GCLM	57.2491960660047	-0.602492380230595	less	4	0.4
CDC42EP3	69.4158862051976	0.571166489275959	greater	4	0.4
DDIT3	55.6583456564094	-0.65464954827931	greater	4	0.4
SAMD9	60.0295167007019	-0.328329037938709	greater	4	0.4
SLC12A8	67.2393962866465	-0.360774359122797	less	4	0.4
TRIB3	52.6113184517521	-0.443291496391858	greater	4	0.4
AXL	51.6917822688543	-0.469057197904805	greater	4	0.4
PCNA	55.3047907424359	-0.58875490712618	greater	4	0.4
HJURP	55.2833720630003	-0.316845922027175	greater	4	0.4
LIF	53.9011337229773	-0.363903537324322	less	4	0.4
ERRFI1	57.4487125319813	-0.292128733069716	less	4	0.4
GDF15	54.9095720958618	-0.277655674712866	less	4	0.4
ATAD2	52.6210008684834	-0.433882469855983	greater	4	0.4
HHEX	70.6344036804918	-0.345504733032831	greater	4	0.4
HMGB3	53.4146656338755	-0.409303481988659	greater	4	0.4
FOXF2	53.122726099101	-0.32196104501904	less	4	0.4
CCNA2	54.7126962889938	-0.342987855253689	greater	4	0.4
PCSK2	69.7556510104922	-0.204107300289719	greater	4	0.4
PHLDA1	72.7827265685515	-0.842303127491278	less	4	0.4
ZWINT	56.703459850245	-0.423673426357102	greater	4	0.4
KCNE4	60.6970166420205	-0.299742412728207	less	4	0.4
JUNB	53.7902260404196	0.578927982496948	greater	4	0.4
PRR11	57.8544938149895	-0.425978285703044	greater	4	0.4
HN1	62.5281670304907	0.277329767980816	greater	4	0.4
TYMS	56.3243785648899	-0.435358451932497	greater	4	0.4
COL5A2	56.9601905969064	-0.480386760106995	greater	4	0.4
RPL22L1	57.3307630918011	-0.414832382382974	less	4	0.4
FOS	53.0778348942562	-0.457284809569889	greater	4	0.4
DAB2	51.3487899913153	-0.0719278024537164	greater	4	0.4
CEP55	59.3320892894868	-0.314556412771993	greater	4	0.4
OSR2	51.9391240053518	-0.350545622289513	less	4	0.4
CKS1B	53.7303711006267	-0.622463006629948	greater	4	0.4
TGM2	60.7727155364646	-0.269190913654152	greater	4	0.4
ASPH	68.1527709316246	-0.368996587733484	less	4	0.4
C1S	56.576414806469	-0.0109776806417523	less	4	0.4
BDNF	58.5489871605286	-0.424846340902688	greater	4	0.4
MFGE8	67.8039105227332	-0.561144638046743	less	4	0.4
LINC00968	53.7834776893646	-0.435562682751092	less	4	0.4
GBP1	66.3365842781026	-0.281634098811026	greater	4	0.4
SDC2	73.4995188132286	0.95938975194009	greater	4	0.4
CBLN2	57.746520198108	-0.0649805953979338	greater	4	0.4
DDX58	63.0521911602469	-0.279712098274584	greater	4	0.4
ABI3BP	51.5656174447809	-0.151139825404126	less	4	0.4
ENPP2	64.7222613430979	-0.3752517761249	less	4	0.4
AKR1C3	54.0971293101423	-0.252862054414619	greater	4	0.4
BIRC7	60.9810341994698	0.31730297479091	greater	4	0.4
VCL	66.7048095204566	0.873130941053608	greater	4	0.4
IL7	54.9588643992207	-0.401322374936568	less	4	0.4
MCM4	52.3927305588808	-0.560455895415185	greater	4	0.4
HELLS	55.8376170692201	-0.407380726557649	greater	4	0.4
XAF1	56.1700467103257	-0.292563163182282	greater	4	0.4
NUAK1	74.8524164964911	-0.408393801365015	greater	4	0.4
F2RL2	57.2521301316809	-0.447891763797306	less	4	0.4
PRKCDBP	64.1732976550946	0.360544722954425	greater	4	0.4
TNXB	52.1307184940027	-0.220886675387816	greater	4	0.4
ITGA1	78.1635096119993	-0.369008867552782	greater	4	0.4
ISG20	50.0088021970284	-0.427983939593652	less	4	0.4
WNT5A	54.5545501490506	-0.411758889756475	greater	4	0.4
PARP14	51.2748515362768	-0.413363884791964	greater	4	0.4
EGR1	61.4736638264912	0.310613936816355	greater	4	0.4
LTBP1	57.4091026453538	-0.335342003082661	greater	4	0.4
IER2	62.6156021876395	0.806980932280394	greater	4	0.4
FAM43A	57.6488158110931	-0.381293993404841	less	4	0.4
PRDM1	52.0509119076121	-0.390884119199021	less	4	0.4
TNFSF15	62.8573691993522	-0.151281977997858	greater	4	0.4
UGCG	57.3257751801516	-0.184912353676085	less	4	0.4
HEY1	64.5905217942399	-0.269083003129582	greater	4	0.4
PRRX1	62.1388165152689	-0.522693256851482	less	4	0.4
HGF	54.1346853507969	-0.273757997891656	less	4	0.4
FGF1	77.9760228152945	-0.234074217214337	greater	4	0.4
APOBEC3B	60.4056639203815	-0.371659898186221	greater	4	0.4
AC104654.2	52.7685843719926	-0.323579030849875	less	4	0.4
CNN1	73.988040748304	-0.128794318750873	greater	4	0.4
ITGA8	52.6271624064032	-0.211914750985657	greater	4	0.4
GREM2	51.3147548294721	-0.428171862419642	greater	4	0.4
FGF19	61.3178649390886	-0.0734227312272834	greater	4	0.4
SPATS2L	57.2811773818747	0.15003069035267	greater	4	0.4
IFITM3	51.2305471445673	0.00599365481910413	greater	4	0.4
PKDCC	55.3405863436847	-0.30527738260071	less	4	0.4
ECM1	51.7868459967608	-0.401511919138686	greater	4	0.4
ANGPT1	51.8904185151281	-0.346899959361786	greater	4	0.4
CCDC80	58.3031124568693	-0.137833489491933	less	4	0.4
ENTPD1	76.6961833673683	-0.244677028174723	greater	4	0.4
OLFML2B	60.0658991150858	-0.423240771722434	less	4	0.4
GXYLT2	64.2894866558693	-0.37717170413586	less	4	0.4
HLA-C	66.9850127925268	0.487702959895673	greater	4	0.4
HLA-A	67.7346665727766	1.04563570749154	greater	4	0.4
NTN4	75.0264065910853	-0.233863815017196	greater	4	0.4
OLFM2	56.0362533154942	-0.407157499645584	less	4	0.4
CAMK2N1	58.2828674037038	-0.241882676380819	greater	4	0.4
ALCAM	64.3845503837758	-0.391508356773866	less	4	0.4
VWA5A	50.8758186043236	-0.307797188350011	less	4	0.4
PTGER3	59.512827735136	-0.099132195450786	greater	4	0.4
WFDC1	58.4134333262916	-0.164665067973538	greater	4	0.4
TUBB	64.0034152524471	0.639390804136203	greater	4	0.4
LY6E	74.5651714667982	-0.255968715543757	less	4	0.4
MTSS1	59.7757200197169	-0.574234944253571	less	4	0.4
TMSB10	58.8732014177406	0.54409101333314	greater	4	0.4
KCNJ2	51.2566603290848	-0.356318639021281	less	4	0.4
CRIM1	70.8568058587418	0.500739661056728	greater	4	0.4
DDAH1	70.9785695843014	0.484684214641001	greater	4	0.4
RUNX1T1	50.6337581860432	-0.43108693946046	less	4	0.4
CTSC	58.3198366312232	-0.260840202984463	less	4	0.4
DOK5	50.8590944299697	-0.259448463502972	less	4	0.4
CDKN1C	57.045278501514	-0.195999569303651	greater	4	0.4
SQLE	59.097070628829	-0.304757546468638	less	4	0.4
AMIGO2	65.9897777151844	-0.193592135674263	greater	4	0.4
HIST1H1B	57.2013707954839	-0.274011076781228	greater	4	0.4
CHN1	54.9538764875713	-0.347237054615222	less	4	0.4
CHCHD10	56.7647818228763	-0.355902938997735	less	4	0.4
SEMA3D	59.0964838156937	-0.434583103749834	less	4	0.4
AHR	68.1938478510903	-0.274505453605465	less	4	0.4
ZFP36L1	60.6389221416332	-0.535348813318147	less	4	0.4
PAG1	54.4184095016783	-0.362795837160953	less	4	0.4
FABP7	53.241555758984	-0.36107111941547	greater	4	0.4
NCAPG	57.4035279205687	-0.314211130938501	greater	4	0.4
PLK2	50.0372626340868	-0.408387850578579	greater	4	0.4
FHL1	53.6071403422291	-0.254070933258352	greater	4	0.4
PRRX2	56.1539093491068	-0.110300735035512	greater	4	0.4
ARID5B	57.5737037297844	0.385134739684522	greater	4	0.4
KCNMB1	70.2421190995938	-0.138883060566296	greater	4	0.4
MCM7	53.6951623125129	-0.531619816046831	greater	4	0.4
CCNE2	55.9309203577213	-0.276107968128924	greater	4	0.4
COL5A3	61.4240781165643	-0.277025575582523	greater	4	0.4
BAMBI	50.6988944440531	-0.446162463654937	greater	4	0.4
DCLK1	51.0410065018895	-0.354726602582664	greater	4	0.4
CTSA	63.1848109288078	-0.40604039183615	less	4	0.4
CASP1	58.7731497781847	-0.334340368122654	less	4	0.4
MRVI1	76.526887777856	-0.180996470290797	greater	4	0.4
SPOCD1	76.4236086660564	0.513548672587599	greater	4	0.4
LMO4	54.0179095368871	-0.386300977550129	less	4	0.4
PDE5A	52.2650987019693	-0.363215466144017	less	4	0.4
CACNA2D3	71.1792596765486	-0.230283765587395	greater	4	0.4
MSC	59.4409431260709	-0.258356487535252	less	4	0.4
HSPB1	79.6666314578786	0.582013016672573	greater	4	0.4
PERP	56.3792455930333	-0.338101578593642	less	4	0.4
PRCP	64.8484261671714	-0.253296546336326	less	4	0.4
EPDR1	65.6705513696218	-0.240078444480219	less	4	0.4
CARD16	53.4665985963433	-0.247667055037482	greater	4	0.4
PCDH18	50.1959955871652	-0.296120605542023	less	4	0.4
PAPPA	55.55624017088	-0.324982690069895	less	4	0.4
FAS	52.138933877896	-0.370747968946341	greater	4	0.4
TIMP2	51.0128394713986	-0.480504857353185	greater	4	0.4
PDGFRA	64.2387273196723	-0.349226186461216	less	4	0.4
SPON2	52.987172264864	-0.369954206366148	less	4	0.4
C10orf90	50.1599065793489	-0.393635348948293	greater	4	0.4
TWISTNB	56.0694082576345	-0.203807902002213	less	4	0.4
SVIL	61.9595451024576	-0.21672237134595	less	4	0.4
PDLIM7	74.0666737084243	0.45609663381048	greater	4	0.4
KCTD12	50.6449076356125	-0.330739826809598	less	4	0.4
SDCBP	70.0021125272868	-0.595142815122693	less	4	0.4
DEPTOR	50.4756120461001	-0.319478126361604	less	4	0.4
PLXNC1	59.7390441987653	-0.409335309981732	less	4	0.4
LPL	57.2101729925122	-0.121202664481282	greater	4	0.4
EXTL2	51.7836185245172	-0.403570444733033	greater	4	0.4
CCDC102B	50.4920428138864	-0.408876140021248	less	4	0.4
MYL6	89.9235382484805	1.87185801103556	greater	4	0.4
ZFP36	55.7988874022954	-0.361135601225192	greater	4	0.4
TERF1	65.6338755486699	0.391993828823364	greater	4	0.4
CYGB	64.7542426589676	-0.353229197450322	less	4	0.4
LSP1	55.1111424078116	-0.130111048050018	greater	4	0.4
CYP27A1	57.1699762927494	-0.344306075120022	less	4	0.4
STK17B	63.3831537685139	-0.235452830635029	less	4	0.4
FAT1	66.0863084759289	-0.269979614837725	less	4	0.4
ANK3	53.7133535197052	-0.241595859760358	greater	4	0.4
ZEB1	56.2504401098513	-0.217785625487886	greater	4	0.4
ADD3	71.5847475529892	-0.32434905114476	less	4	0.4
LASP1	75.6654460953458	0.714345517991214	greater	4	0.4
FAM126A	59.692392554515	-0.0620771307605459	less	4	0.4
HSD11B1	53.1558810412412	-0.191664796301369	greater	4	0.4
CMKLR1	57.7327300894305	-0.202287693151061	greater	4	0.4
MICAL2	70.9735816726524	-0.193348279243857	greater	4	0.4
KLF9	52.3677910006337	-0.377182510811505	greater	4	0.4
CD81	61.4126352604277	0.0281958797968212	less	4	0.4
TES	54.6895171701525	-0.397827254895632	greater	4	0.4
NETO1	57.8409971128793	-0.0434583370585592	greater	4	0.4
TSPAN2	69.7999554022017	-0.147006320268627	greater	4	0.4
MYH9	72.4227167100915	1.05202018664676	greater	4	0.4
ITGA4	53.3856183836819	-0.308375787216041	less	4	0.4
CLU	53.8706194399455	-0.224938749462134	greater	4	0.4
SPRY1	55.5577072037181	-0.349841779560826	less	4	0.4
GBP2	67.6243457033544	-0.210726928205163	greater	4	0.4
PDE3A	59.5016782855666	-0.221145896487837	greater	4	0.4
SNCA	72.0286716897871	-0.37175190562034	less	4	0.4
MDK	52.3654437480928	-0.217687748921552	greater	4	0.4
TMEM119	50.549843907706	-0.310642386194906	greater	4	0.4
MMP11	56.2466258244723	-0.192557884571764	greater	4	0.4
SNED1	55.244935802643	-0.145624607780874	greater	4	0.4
ARHGAP28	56.0336126563856	-0.150845731074087	greater	4	0.4
ACTA2	61.4188697550328	-1.21724243092584	less	7	0.4
MYLK	56.2745573611448	-1.25114672112586	less	7	0.4
S100B	59.3693912199854	-1.16572654334907	less	7	0.4
CRYAB	56.0651629072684	-1.29129167351456	greater	7	0.4
CCL5	55.7304551701835	-0.867656110580718	less	7	0.4
ACTG2	50.8626404721481	-0.868218529805878	less	7	0.4
TAGLN	53.767887460587	-0.72836925602987	greater	7	0.4
A2M	51.7135580887703	-1.17730517089844	greater	7	0.4
IFIT2	53.2908885116016	-0.54461573375958	less	7	0.4
IFIT3	51.4592933947773	-0.792539117764608	less	7	0.4
PRND	51.0938636914868	-0.574082885048036	less	7	0.4
TFPI2	53.9598997493734	-1.76979761780528	less	7	0.4
MMP1	51.1084162017948	-0.725943697972468	less	7	0.4
OASL	52.2932330827068	-0.385500982154734	less	7	0.4
IGFBP6	57.0587759721885	-0.836194053138466	less	7	0.4
SERPINE1	56.9852049478535	-1.4233417330109	less	7	0.4
IFIT1	51.4665696499312	-0.370520329091004	greater	7	0.4
PMEL	53.669658016008	-3.70053218302674	greater	7	0.4
CPA4	56.3942113347886	-1.27395754831795	less	7	0.4
SCRG1	53.6183199935322	-0.40399809009785	less	7	0.4
HMOX1	54.2865227585092	-0.898660997594022	less	7	0.4
ISG15	51.8053197509904	-0.713423685301707	less	7	0.4
VGF	55.5380386449996	-1.22821838941217	less	7	0.4
RSAD2	50.5137844611529	-0.283790849149237	less	7	0.4
PMAIP1	53.6312555582505	-0.651243826329303	less	7	0.4
SRGN	62.368825289029	-1.26252521132282	less	7	0.4
IGFBP2	61.1933058452584	-0.176081870481791	greater	7	0.4
CCL18	52.7306168647425	-0.391061118848402	less	7	0.4
UBE2C	52.9424367370038	-0.98497397049549	less	7	0.4
SOST	53.6239793030965	-0.0826252717936669	less	7	0.4
IGFBP5	69.4122402781151	0.286334863223045	greater	7	0.4
PTX3	52.2196620583716	-0.578332127751971	greater	7	0.4
CITED1	54.978171234538	-2.78852544632381	less	7	0.4
DKK1	61.1613711698601	-1.9177426476085	less	7	0.4
IFI27	52.6137925458808	-0.911948423094675	less	7	0.4
TDO2	54.8314334222653	-0.385817724018407	greater	7	0.4
CCL2	59.8645808068558	-1.01321782374046	less	7	0.4
CTSK	56.5069932896758	-0.784192562777531	greater	7	0.4
COL1A1	62.6186433826505	2.09810384550646	greater	7	0.4
IGFBP3	56.1419678227828	-0.552719315677934	greater	7	0.4
IL11	59.4073894413453	-0.525337990339197	less	7	0.4
VCAM1	61.0445468509988	-0.244020487975239	greater	7	0.4
MGP	53.8115449915111	-0.13965533976481	less	7	0.4
KRT34	62.7686150861024	-0.671420856272997	less	7	0.4
APOE	61.0065486296386	-1.52196541905919	less	7	0.4
CENPF	51.2834505618886	-1.12028648438915	less	7	0.4
ASPM	54.195569569084	-0.529667739421782	less	7	0.4
LUM	52.7597218853586	-0.671791800137169	greater	7	0.4
IGFN1	53.8964346349748	-0.371215509745977	greater	7	0.4
SCG5	58.1789150295093	-0.938860824305695	less	7	0.4
IGFBP7	50.4980192416525	2.51955476081628	greater	7	0.4
TIMP3	67.1493249252163	-0.646415271606431	less	7	0.4
FN1	71.4059341903145	-0.784377177225228	less	7	0.4
NEAT1	62.0616056269708	-0.732669257520872	greater	7	0.4
KRT18	57.0834343924327	-0.739825035039029	less	7	0.4
ANKRD1	58.1530439000728	-0.440809520266352	less	7	0.4
SCG2	67.466650497211	0.808135696691303	greater	7	0.4
PLN	57.3114237205918	-0.728235560684316	less	7	0.4
TMEM158	58.7230172204705	-1.0668835308324	less	7	0.4
TM4SF1	51.5021424529065	-0.628130238026011	less	7	0.4
PSG1	55.1495674670547	-0.252264290717897	less	7	0.4
SFRP4	53.5107931118118	-0.411734599143789	less	7	0.4
MKI67	51.42089093702	-0.795283650862719	less	7	0.4
TOP2A	50.2995391705069	-0.717142962044838	less	7	0.4
MT2A	68.3244401325895	-1.58685154620893	less	7	0.4
INHBA	61.342873312313	-1.11681211184696	less	7	0.4
PRNP	52.3421456867978	-0.803853262308409	greater	7	0.4
MLANA	53.2872503840247	-2.41780008798468	greater	7	0.4
MYOCD	58.8988600533592	-0.609133834427624	less	7	0.4
CTGF	64.8629638612661	-1.72542173037894	less	7	0.4
SEPP1	51.1346915676288	-0.335236531218765	less	7	0.4
HERC5	50.2558816395828	-0.431342877362711	less	7	0.4
EREG	53.0200501253133	-0.740684093697488	less	7	0.4
CCL26	56.4398900476999	-0.2915533038631	less	7	0.4
CXCL12	50.2991349341095	-0.661224766935237	greater	7	0.4
C12orf75	68.6805723987388	-1.15115088457326	less	7	0.4
KCNMA1	50.2453714932493	-0.363569165944686	less	7	0.4
KIAA1199	51.4200824642249	-0.601530511054225	greater	7	0.4
SERPINE2	56.8239146252729	-0.908167366520422	less	7	0.4
CCNB1	51.7418546365915	-0.650320600079658	less	7	0.4
SFRP1	52.5361791575714	0.713552855520646	greater	7	0.4
GADD45A	51.0975018190638	-0.373553622956889	greater	7	0.4
PHACTR1	52.5183927560837	-1.75481932928223	greater	7	0.4
KRTAP1-5	59.1482739105829	-0.509767208391742	less	7	0.4
CD36	60.225159673377	-0.595795692791802	less	7	0.4
SOD2	50.280540059827	-0.530650615013173	less	7	0.4
CALD1	55.859810817366	-0.419152883417131	less	7	0.4
UBE2S	50.5400598269868	-0.813410254913655	less	7	0.4
PTTG1	51.686070013744	-0.945702040479234	less	7	0.4
HIST1H1C	54.4094106233325	-0.61446288602551	less	7	0.4
FBXO32	51.5926914059344	0.0650439423180743	greater	7	0.4
PLIN2	58.9077532541029	0.0483249785422765	greater	7	0.4
GLRX	56.0194841943567	-0.345368035239717	greater	7	0.4
AURKA	53.2993774759479	-0.582691592852377	less	7	0.4
THBS1	54.4740884469237	0.0281327725707834	greater	7	0.4
COL6A1	69.5415959252973	2.34689430961647	greater	7	0.4
